web-scraper-order,web-scraper-start-url,Data003,Data003-href,Details,Prix,Adresse,Image-src
"1739233236-461","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapins nain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-nain-3756850","Nous vendons de tres beaux lapins nains a des prix defiant toute concurrence","30 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4865409_uploaded_image1_1722221284.jpg"
"1739233239-462","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-3762877","","20 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4966470_uploaded_image1_1727557573.jpg"
"1739233243-463","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-3778360","Lapins à vendre","15 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5119498_uploaded_image1_1736025924.jpg"
"1739233246-464","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple lapin nain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-lapin-nain-3779800","Couple lapin nain bien entretenu agée dun an 4 mois avec leur carnet de vaccinations","60 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3779800_uploaded_image1_1657474190.jpg"
"1739233249-465","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets Hollande","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-hollande-3788366","Poulet bleu d’hollande, poulet du pays et race","6 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3788366_uploaded_image1_1658082013.jpg"
"1739233253-466","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets frais","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-frais-3749412","Des poulets frais à vendre
des poulets frais a vendre en gros et détails à partir de 3500 frs cfa par pièce contctez mr sarr pour la
livraison","3 500 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3749412_uploaded_image1_1655656513.jpg"
"1739233259-467","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet d'ornement","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-dornement-3795149","Poulet d'ornement a vendre prix pv","Prix sur demande","Rufisque, Sénégal",""
"1739233262-468","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin nain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nain-3795801","Lapin nain à vendre","60 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3795801_uploaded_image1_1658525928.jpg"
"1739233265-469","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poules","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3799302","Poulet bien nourri sur pieds","2 800 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4936101_uploaded_image1_1725915391.jpg"
"1739233269-470","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Femelles Manteau Opal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femelles-manteau-opal-3802372","Slt je met en vente 3 femelle manteau opal adulte","35 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3802372_uploaded_image1_1658943727.jpg"
"1739233273-471","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poule Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahma-3803358","","110 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4936101_uploaded_image1_1725915391.jpg"
"1739233276-472","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poule Brahman","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahman-3803369","","60 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4936101_uploaded_image1_1725915391.jpg"
"1739233279-473","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Femelle herminé pur sang","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femelle-hermine-pur-sang-3807013","Je cède ma femmelle herminé pure sang yékh yakk","45 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3807013_uploaded_image1_1659264761.jpg"
"1739233283-474","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-3809817","","3 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4767951_uploaded_image1_1716976720.jpg"
"1739233286-475","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3812639","Poulle disponibe","3 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3812639_uploaded_image1_1659524524.jpg"
"1739233290-476","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-3813508","Des lapins california, fauves de bourgogne et métissage disponible.","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4509856_uploaded_image1_1703213564.jpg"
"1739233293-477","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon Opal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-opal-3817370","","Prix sur demande","Saly, Sénégal","https://images.coinafrique.com/thumb_3817370_uploaded_image1_1659739915.jpg"
"1739233296-478","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-3818707","1kg500
1kg600
1kg700","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_3820532_uploaded_image1_1659963344.jpg"
"1739233299-479","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons espagnols","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-espagnols-3818867","Je vend à ses prix car j’arrête l’élevage des pigeons pigeon espagnol intéressé vir sur le numéro","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3818868_uploaded_image1_1659851735.jpg"
"1739233302-480","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons portugais espagnols","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-portugais-espagnols-3818868","Ce sont mes 1er pigeon qui produit chaque mois des œufs 
le mal est portugais la femmelle est espagnole 
ce sont des pigeons voyageurs 
souvent leur enfant sont des rouges","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3818868_uploaded_image1_1659851735.jpg"
"1739233305-481","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3820323","Des poulet de qualité frais pour le tamkharitt","3 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_3820323_uploaded_image1_1659956851.jpg"
"1739233310-482","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-3820532","Poulets de chair","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_3820532_uploaded_image1_1659963344.jpg"
"1739233314-483","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons voyageurs","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-3829942","Je vends des couples de pigeons voyageurs de differente couleurs a bon prix","2 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3829942_uploaded_image1_1660489290.jpg"
"1739233318-484","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Diamant Mandarin Huppé","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/diamant-mandarin-huppe-3841798","Des diamants mandarin adultes","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4130101_uploaded_image1_1678546170.jpg"
"1739233321-485","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon voyageur","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-3856160","Pigeon par baye darou 
femelle","7 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4418928_uploaded_image1_1697461664.jpg"
"1739233324-486","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3856165","Vente de pigeon par baye darou","3 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4561395_uploaded_image1_1706128448.jpg"
"1739233329-487","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussin pintade","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-pintade-3859176","Poussin pintade","1 500 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3859176_uploaded_image1_1662124807.jpg"
"1739233332-488","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Brahmans Herminé et Cochins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahmans-hermine-et-cochins-3868279","Couple brahman herminé et trio cochin blanc d'un mois et quelques à vendre","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3868279_uploaded_image1_1662589600.jpg"
"1739233335-489","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-chair-3869035","Poulet chair à vendre poids 1kg500","4 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3869035_uploaded_image1_1662638536.jpg"
"1739233338-490","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins Bleues Hollandaises","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-bleues-hollandaises-3879015","Vente de poussins hybrides bleues hollandaises ,de races suxess allant d’une semaine à 1 mois","1 500 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3879015_uploaded_image1_1663241115.jpg"
"1739233341-491","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Bleues d’Hollandes","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/bleues-dhollandes-3879030","Vente de coq et poule de 6 mois pour reproduction bleues hollandaise ; susex ;geline de tourrain ;poules rousses ;avec des races hybrides de tous genres.","15 000 CFA","Mbao, Dakar, Sénégal",""
"1739233345-492","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins de caille","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-de-caille-3882380","Poussin de caille disponible","500 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3882380_uploaded_image1_1663498641.jpg"
"1739233348-493","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3911548","Deux paire pigeon voyageur 10 000 est un couple paon a 20 000  av","10 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3911548_uploaded_image1_1665233800.jpg"
"1739233351-494","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin mâle engoura","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-male-engoura-3911550","Mâle engoura adulte  dispo à 20 000","20 000 CFA","Hann Bel-Air, Dakar, Sénégal",""
"1739233354-495","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3916214","","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4920745_uploaded_image1_1725167512.jpg"
"1739233357-496","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin male Fauve","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-male-fauve-3934536","Fauve de bourgaugne pur sang","65 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3934536_uploaded_image1_1666646311.jpg"
"1739233359-497","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-3937288","Couple lapin adulte av","25 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3937288_uploaded_image1_1666813728.jpg"
"1739233362-498","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Paire Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paire-brahma-3941235","","80 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3941235_uploaded_image1_1667077382.jpg"
"1739233365-499","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq choie & bramane","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-choie-et-bramane-3956033","","50 000 CFA","Tambacounda, Sénégal","https://images.coinafrique.com/thumb_3956033_uploaded_image1_1667909977.jpg"
"1739233368-500","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-3956250","","30 000 CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_3956250_uploaded_image1_1667916487.jpg"
"1739233370-501","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons Pan Indien","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-pan-indien-3958692","Pan indien","30 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3958692_uploaded_image1_1668044083.jpg"
"1739233373-502","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussin dinde chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-dinde-chair-3981127","Poussin dinde chair disponible régulièrement","3 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3981127_uploaded_image1_1669459933.jpg"
"1739233376-503","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussin bleu holande","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-bleu-holande-3981130","Poussin bleu holande disponible régulièrement par carton ou demi carton","30 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3981130_uploaded_image1_1669460038.jpg"
"1739233379-504","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Mâle Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/male-brahma-3983729","À vendre","20 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3259880_uploaded_image1_1628000666.jpg"
"1739233382-505","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon Mondain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-3986519","Je vend c couple de pigeons","85 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3986519_uploaded_image1_1669815997.jpg"
"1739233385-506","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3989311","Des pigeons allemands très haute sur pattes","80 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4664901_uploaded_image1_1711663618.jpg"
"1739233388-507","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq mal cochain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-mal-cochain-3990507","Cochain blanc mal adultes","65 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3990507_uploaded_image1_1669994795.jpg"
"1739233391-508","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon français","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-francais-3999035","Pigeon français a vendre à un prix abordable","25 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3999035_uploaded_image1_1670454354.jpg"
"1739233393-509","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-brahma-4005445","Bonjour a tous je vend mon couple brahma columbia et blanc laisser moi un message sur whatsapp","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4005445_uploaded_image1_1670854767.jpg"
